2023-11-24 14:56:02
GET: -nan
GET: 339712.00
GET: 278288.00
GET: 254954.67
GET: 243880.00
GET: 242988.80
GET: 244245.33
GET: 244338.28
GET: 243480.00
GET: 241642.67
GET: 240342.41
GET: 238606.55
GET: 237205.33
GET: 235665.23
GET: 234438.86
GET: 232998.41
GET: 232724.00
GET: 231708.23
GET: 230469.33
GET: 229229.47
GET: 228659.20
GET: 227980.19
GET: 224868.36
GET: 222077.22
GET: 219826.67
GET: 217734.41
GET: 215790.77
GET: 213982.81
GET: 212586.28
GET: 212091.59
GET: 211746.14
GET: 211536.52
GET: 211418.00
GET: 211399.75
GET: 212039.53
GET: 212713.14
GET: 213352.89
GET: 213572.33
GET: 213352.42
GET: 213381.75
GET: 213483.20
GET: 212062.03
GET: 209798.67
GET: 207682.25
GET: 205632.20
GET: 203625.62
GET: 201662.45
GET: 199748.09
GET: 197934.17
GET: 196306.23
GET: 194584.55
GET: 192895.23
GET: 191328.72
GET: 189891.94
GET: 188493.56
GET: 187030.83
GET: 185590.52
GET: 185070.92
GET: 185506.44
GET: 185992.27
GET: 186322.73
GET: 186711.06
GET: 187234.47
GET: 187863.14
GET: 188504.16
GET: 189149.56
GET: 189614.97
GET: 190029.25
GET: 190474.16
GET: 190993.33
GET: 191407.19
GET: 191882.39
GET: 192343.94
GET: 192752.97
GET: 193185.53
GET: 193643.25
GET: 194067.88
GET: 194408.34
GET: 194837.30
GET: 195116.08
GET: 195452.67
GET: 195846.14
GET: 196093.06
GET: 196409.58
GET: 196602.00
GET: 196755.28
GET: 197080.59
GET: 197438.88
GET: 197763.58
GET: 198088.89
GET: 198375.69
GET: 198679.03
GET: 199012.64
GET: 199287.48
GET: 199501.00
GET: 199754.14
GET: 200059.33
GET: 200295.55
GET: 200544.25
GET: 200805.39
GET: 201121.14
GET: 201195.58
GET: 201316.86
GET: 201455.05
GET: 201590.58
GET: 201706.78
GET: 201234.58
GET: 200765.22
GET: 200253.89
GET: 199769.56
GET: 199286.47
GET: 198851.30
GET: 198441.02
GET: 198203.66
GET: 198091.42
GET: 197966.69
GET: 197825.33
GET: 197603.25
GET: 197216.02
GET: 196819.41
GET: 196448.89
GET: 196072.06
GET: 195710.06
GET: 195337.81
GET: 194939.33
GET: 194542.34
GET: 194145.83
GET: 193712.47
GET: 193280.39
GET: 192784.56
GET: 192310.38
GET: 191809.50
GET: 191352.31
GET: 191028.08
GET: 190702.23
GET: 190414.41
GET: 190129.62
GET: 189916.97
GET: 189784.83
GET: 189665.88
GET: 189522.56
GET: 189427.58
GET: 189389.81
GET: 189345.86
GET: 189278.95
GET: 189206.14
GET: 189097.52
GET: 189019.75
GET: 188942.38
GET: 189049.00
GET: 189148.03
GET: 189262.27
GET: 189354.59
GET: 189444.86
GET: 189512.98
GET: 189594.45
GET: 189691.72
GET: 189781.22
GET: 189901.98
GET: 190021.83
GET: 190155.98
GET: 190264.22
GET: 190172.62
GET: 190073.31
GET: 190067.11
GET: 190147.28
GET: 190261.17
GET: 190340.75
GET: 190358.81
GET: 190410.38
GET: 190451.16
GET: 190525.89
GET: 190622.27
GET: 190698.28
GET: 190796.80
GET: 191000.41
GET: 191191.70
GET: 191397.47
GET: 191529.92
GET: 191586.89
GET: 191510.44
GET: 191525.69
GET: 191300.98
GET: 191070.67
GET: 190841.14
GET: 190622.03
GET: 190392.91
GET: 190183.84
GET: 189985.02
GET: 189787.78
GET: 189608.61
GET: 189441.72
GET: 189250.39
GET: 189145.09
GET: 189230.25
GET: 189169.62
GET: 188967.27
GET: 188967.88
GET: 188962.34
GET: 188786.09
GET: 188516.11
GET: 188246.58
GET: 187895.92
GET: 187537.38
GET: 187169.31
GET: 186806.56
GET: 186446.56
GET: 186086.48
GET: 185741.86
GET: 185403.91
GET: 185053.17
GET: 184710.00
GET: 184410.83
GET: 184173.95
GET: 183876.48
GET: 183535.81
GET: 183236.52
GET: 182972.55
GET: 182676.81
GET: 182358.36
GET: 182038.17
GET: 181719.56
GET: 181463.77
GET: 181177.98
GET: 180850.62
GET: 180542.66
GET: 180247.19
GET: 179994.08
GET: 179716.66
GET: 179634.34
GET: 179609.22
GET: 179579.61
GET: 179703.61
GET: 179986.95
GET: 180238.47
GET: 180482.41
GET: 180763.17
GET: 181002.03
GET: 181203.38
GET: 181331.41
GET: 181405.72
GET: 181467.61
GET: 181520.11
GET: 181555.47
GET: 181591.06
GET: 181733.19
GET: 181866.88
GET: 182003.36
GET: 182115.28
GET: 182130.69
GET: 182181.42
GET: 182200.27
GET: 182287.66
GET: 182417.22
GET: 182538.84
GET: 182676.08
GET: 182805.38
GET: 182910.25
GET: 182903.55
GET: 182819.20
GET: 182745.23
GET: 182934.17
GET: 183103.97
GET: 182889.84
GET: 182628.86
GET: 182387.36
GET: 182167.88
