2023-11-24 14:56:02
GET: -nan
GET: 345216.00
GET: 291552.00
GET: 271530.66
GET: 259784.00
GET: 244736.00
GET: 234533.33
GET: 225696.00
GET: 220452.00
GET: 216583.11
GET: 213590.41
GET: 209440.00
GET: 204872.00
GET: 201124.92
GET: 199748.58
GET: 198430.30
GET: 195497.12
GET: 192952.25
GET: 190482.12
GET: 188133.88
GET: 187885.62
GET: 188581.22
GET: 193415.02
GET: 198732.75
GET: 202380.94
GET: 205009.12
GET: 207426.55
GET: 207421.72
GET: 205835.73
GET: 204050.20
GET: 202375.16
GET: 200828.80
GET: 198454.19
GET: 195752.27
GET: 195312.55
GET: 194991.19
GET: 195326.73
GET: 195717.64
GET: 196403.73
GET: 197089.11
GET: 197194.67
GET: 197336.45
GET: 197446.33
GET: 197525.80
GET: 197606.75
GET: 197740.28
GET: 198022.42
GET: 198214.95
GET: 198388.12
GET: 198541.17
GET: 198677.86
GET: 198697.50
GET: 198445.66
GET: 198224.44
GET: 197988.30
GET: 197794.48
GET: 197639.59
GET: 197887.58
GET: 198275.97
GET: 198548.16
GET: 198772.34
GET: 199115.06
GET: 199315.66
GET: 199468.73
GET: 199536.03
GET: 199579.11
GET: 199658.69
GET: 199804.67
GET: 200080.47
GET: 200361.72
GET: 200629.91
GET: 200847.28
GET: 201044.84
GET: 201280.38
GET: 201395.39
GET: 201604.61
GET: 201858.44
GET: 201515.14
GET: 200925.50
GET: 200509.14
GET: 200266.00
GET: 199983.02
GET: 199779.53
GET: 199543.55
GET: 199267.09
GET: 199261.03
GET: 199232.78
GET: 199374.02
GET: 199575.66
GET: 199795.08
GET: 199849.25
GET: 199919.12
GET: 199990.97
GET: 200064.69
GET: 200052.09
GET: 200216.92
GET: 200397.66
GET: 200564.44
GET: 200768.30
GET: 200945.42
GET: 201110.69
GET: 201285.66
GET: 201463.80
GET: 201585.97
GET: 201576.86
GET: 201545.70
GET: 201541.08
GET: 201485.41
GET: 201340.98
GET: 201213.61
GET: 201010.30
GET: 200819.58
GET: 200681.12
GET: 200463.00
GET: 200271.16
GET: 200210.08
GET: 200238.61
GET: 200376.33
GET: 200465.34
GET: 200484.56
GET: 200525.31
GET: 200408.33
GET: 200229.23
GET: 200007.55
GET: 199639.23
GET: 199267.36
GET: 198884.11
GET: 198497.06
GET: 198079.56
GET: 197673.00
GET: 197259.41
GET: 196854.58
GET: 196855.12
GET: 197116.97
GET: 197429.09
GET: 197733.52
GET: 198019.36
GET: 198291.20
GET: 198579.30
GET: 198861.62
GET: 198935.34
GET: 198779.72
GET: 198397.34
GET: 198025.91
GET: 197799.84
GET: 197585.72
GET: 197359.64
GET: 197163.19
GET: 197115.33
GET: 197269.98
GET: 197357.30
GET: 197288.77
GET: 197258.19
GET: 197228.20
GET: 197097.42
GET: 196937.17
GET: 196791.88
GET: 196674.94
GET: 196536.59
GET: 196623.98
GET: 196709.69
GET: 196744.23
GET: 196811.73
GET: 196874.28
GET: 196951.09
GET: 196989.55
GET: 197056.27
GET: 197106.84
GET: 197137.59
GET: 197150.17
GET: 197142.47
GET: 197185.38
GET: 197241.38
GET: 197271.73
GET: 197238.31
GET: 197157.00
GET: 197081.70
GET: 196997.31
GET: 196929.33
GET: 196855.84
GET: 196802.56
GET: 196688.16
GET: 196468.47
GET: 196282.66
GET: 196058.88
GET: 195879.19
GET: 195687.84
GET: 195565.11
GET: 195525.89
GET: 195488.27
GET: 195451.05
GET: 195406.00
GET: 195364.59
GET: 195307.20
GET: 195255.86
GET: 195199.94
GET: 195152.92
GET: 195088.67
GET: 195029.11
GET: 194959.86
GET: 194895.41
GET: 194793.77
GET: 194523.00
GET: 194297.30
GET: 194065.97
GET: 193855.47
GET: 193640.17
GET: 193486.33
GET: 193456.25
GET: 193426.94
GET: 193394.39
GET: 193355.78
GET: 193255.05
GET: 193167.89
GET: 192991.81
GET: 192796.84
GET: 192602.80
GET: 192412.89
GET: 192214.31
GET: 192066.62
GET: 191908.52
GET: 191740.69
GET: 191564.12
GET: 191389.02
GET: 191213.89
GET: 191052.12
GET: 190881.89
GET: 190693.41
GET: 190555.98
GET: 190374.20
GET: 190213.91
GET: 190066.50
GET: 189841.73
GET: 189610.39
GET: 189426.14
GET: 189242.52
GET: 189085.39
GET: 188942.42
GET: 188798.23
GET: 188731.69
GET: 188684.64
GET: 188644.77
GET: 188596.34
GET: 188566.89
GET: 188598.02
GET: 188661.66
GET: 188739.88
GET: 188811.25
GET: 188798.56
GET: 188773.77
GET: 188742.77
GET: 188721.06
GET: 188718.97
GET: 188780.88
GET: 188806.78
GET: 188873.52
GET: 188938.09
GET: 188942.05
GET: 188952.41
GET: 189014.83
GET: 189112.09
GET: 189169.98
GET: 189215.36
GET: 189240.67
GET: 189265.55
GET: 189300.61
GET: 189332.42
GET: 189364.94
GET: 189314.47
GET: 189279.12
GET: 189218.94
GET: 189154.33
GET: 189101.62
GET: 189089.50
GET: 189079.22
GET: 189063.66
GET: 189081.36
GET: 189123.78
GET: 189167.16
GET: 189208.05
GET: 189249.00
GET: 189290.67
GET: 189340.56
GET: 189389.98
GET: 189372.81
GET: 189346.33
GET: 189326.41
GET: 189314.53
GET: 189295.97
GET: 189283.95
GET: 189246.75
GET: 189187.92
GET: 189248.52
GET: 189368.75
GET: 189486.55
GET: 189582.83
GET: 189481.05
GET: 189266.39
GET: 189032.78
GET: 188796.98
GET: 188567.83
GET: 188310.91
GET: 188082.28
GET: 187864.78
GET: 187653.44
GET: 187418.83
GET: 187176.88
GET: 186935.03
GET: 186838.02
GET: 186894.19
GET: 186951.94
GET: 187003.16
GET: 186989.84
GET: 186986.62
GET: 186979.02
GET: 186976.97
GET: 186975.75
GET: 186970.30
GET: 186956.73
GET: 186950.48
GET: 186942.16
GET: 186908.47
GET: 186805.92
GET: 186709.47
GET: 186701.20
GET: 186675.86
GET: 186649.00
GET: 186698.25
GET: 186792.45
GET: 186884.23
GET: 186991.86
GET: 187094.00
GET: 187194.27
GET: 187293.16
GET: 187377.00
GET: 187465.20
GET: 187550.98
GET: 187634.64
GET: 187719.78
GET: 187804.14
GET: 187760.48
GET: 187763.81
GET: 187863.97
GET: 187972.53
GET: 188093.81
GET: 188251.31
GET: 188407.89
GET: 188568.27
GET: 188736.38
GET: 188903.98
GET: 189092.75
GET: 189250.89
GET: 189416.88
GET: 189593.61
GET: 189783.36
GET: 189992.95
GET: 190205.14
GET: 190393.73
GET: 190579.48
GET: 190737.38
GET: 190788.16
GET: 190794.80
GET: 190825.89
GET: 190806.47
GET: 190787.23
GET: 190837.47
GET: 190923.34
GET: 190993.06
GET: 191107.97
GET: 191220.08
GET: 191357.70
GET: 191673.91
GET: 192046.97
GET: 192370.17
GET: 192721.50
GET: 193058.34
GET: 193366.91
GET: 193668.75
GET: 193846.25
GET: 193929.28
GET: 194009.16
GET: 194092.16
GET: 194168.77
GET: 194307.73
GET: 194472.95
GET: 194655.88
GET: 194841.72
GET: 195021.98
GET: 195243.30
GET: 195540.55
GET: 195862.70
GET: 196181.31
GET: 196511.28
GET: 196855.61
GET: 197230.03
GET: 197609.28
GET: 198020.55
GET: 198448.84
GET: 198881.34
GET: 199330.36
GET: 199763.22
====== GET ======
  20000088 requests completed in 100.07 seconds
  32 parallel clients
  64 bytes payload
  keep alive: 1
  host configuration "save": 
  host configuration "appendonly": no
  multi-thread: no

0.00% <= 0.2 milliseconds
0.16% <= 0.3 milliseconds
5.24% <= 0.4 milliseconds
13.41% <= 0.5 milliseconds
37.37% <= 0.6 milliseconds
68.23% <= 0.7 milliseconds
86.53% <= 0.8 milliseconds
94.34% <= 0.9 milliseconds
97.63% <= 1.0 milliseconds
98.71% <= 1.1 milliseconds
99.51% <= 1.2 milliseconds
99.75% <= 1.3 milliseconds
99.83% <= 1.4 milliseconds
99.88% <= 1.5 milliseconds
99.92% <= 1.6 milliseconds
99.94% <= 1.7 milliseconds
99.95% <= 1.8 milliseconds
99.96% <= 1.9 milliseconds
99.97% <= 2 milliseconds
99.99% <= 3 milliseconds
99.99% <= 4 milliseconds
100.00% <= 5 milliseconds
100.00% <= 5 milliseconds
199864.97 requests per second


