2023-11-24 14:52:01
GET: 0.00
GET: 364047.81
GET: 322395.22
GET: 309432.75
GET: 304143.84
GET: 298343.16
GET: 286648.03
GET: 279758.12
GET: 272335.50
GET: 263154.91
GET: 252481.02
GET: 241606.97
GET: 231829.50
GET: 223793.42
GET: 217833.86
GET: 212190.78
GET: 206395.22
GET: 201160.31
GET: 198465.36
GET: 196277.66
GET: 193528.38
GET: 191718.30
GET: 192452.03
GET: 194234.27
GET: 195988.00
GET: 197605.36
GET: 199057.81
GET: 200270.06
GET: 201401.48
GET: 202467.05
GET: 203440.30
GET: 204176.42
GET: 204898.56
GET: 205628.31
GET: 206287.88
GET: 206923.47
GET: 207339.86
GET: 207846.98
GET: 208241.59
GET: 208843.97
GET: 209383.45
GET: 209919.25
GET: 210182.80
GET: 210418.45
GET: 210289.36
GET: 210165.28
GET: 210157.86
GET: 210131.03
GET: 210125.97
GET: 210226.88
GET: 210916.19
GET: 211535.84
GET: 212066.45
GET: 212625.33
GET: 213133.89
GET: 213211.00
GET: 213276.78
GET: 213355.41
GET: 213356.31
GET: 213381.59
GET: 213520.67
GET: 213793.11
GET: 213831.80
GET: 213855.53
GET: 213991.00
GET: 214211.89
GET: 214487.16
GET: 214604.75
GET: 214719.36
GET: 214826.02
GET: 214903.56
GET: 214954.61
GET: 214936.23
GET: 214913.56
GET: 214894.08
GET: 214921.19
GET: 214980.00
GET: 215024.83
GET: 215103.78
GET: 215127.67
GET: 215271.34
GET: 215388.97
GET: 215555.22
GET: 215637.28
GET: 215787.86
GET: 215762.50
GET: 215837.06
GET: 215833.41
GET: 215847.30
GET: 215781.44
GET: 215626.38
GET: 215493.36
GET: 215389.33
GET: 215305.06
GET: 215313.48
GET: 215289.05
GET: 215275.12
GET: 215325.14
GET: 215384.59
GET: 215437.02
GET: 215459.61
GET: 215425.05
GET: 215381.44
GET: 215580.95
GET: 215695.44
GET: 215865.92
GET: 216003.62
GET: 216133.36
GET: 216242.92
GET: 216379.84
GET: 216488.66
GET: 216648.56
GET: 216796.45
GET: 216959.86
GET: 217118.44
GET: 217267.58
GET: 217435.11
GET: 217501.06
GET: 217495.66
GET: 217491.97
GET: 217592.59
GET: 217705.30
GET: 217818.52
GET: 217945.50
GET: 218030.45
GET: 217994.75
GET: 217916.45
GET: 217785.48
GET: 217742.27
GET: 217579.20
GET: 217432.19
GET: 217322.09
GET: 217318.38
GET: 217316.41
GET: 217278.64
GET: 216730.45
GET: 216801.55
GET: 216883.05
GET: 216931.59
GET: 217023.88
GET: 217161.45
GET: 217127.81
GET: 217111.98
GET: 217071.31
GET: 217064.09
GET: 217042.86
GET: 216979.39
GET: 216907.22
GET: 216880.11
GET: 216809.78
GET: 216749.34
GET: 216647.77
GET: 216520.98
GET: 216443.97
GET: 216396.20
GET: 216306.12
GET: 216209.61
GET: 216100.67
GET: 216039.69
GET: 215997.78
GET: 215950.59
GET: 215919.30
GET: 215920.39
GET: 215914.41
GET: 215922.92
GET: 215908.27
GET: 215994.78
GET: 216161.89
GET: 216357.30
GET: 216566.66
GET: 216767.92
GET: 216945.12
GET: 217022.97
GET: 217076.42
GET: 217104.08
GET: 217126.66
GET: 217168.06
GET: 217238.48
GET: 217201.14
GET: 217232.50
GET: 217238.45
GET: 217194.67
GET: 217136.59
GET: 217152.94
GET: 217057.64
GET: 216967.86
GET: 216887.31
GET: 216812.25
GET: 216713.12
GET: 216589.66
GET: 216535.36
GET: 216479.45
GET: 216415.45
GET: 216373.52
GET: 216391.22
GET: 216364.77
GET: 216310.83
GET: 216283.58
GET: 216266.80
GET: 216171.72
GET: 216015.83
GET: 215888.56
GET: 215955.33
GET: 216006.92
GET: 216054.42
GET: 216030.89
GET: 215977.94
GET: 215911.73
GET: 215868.16
GET: 215822.25
GET: 215780.89
GET: 215742.50
GET: 215691.64
GET: 215645.17
GET: 215588.52
GET: 215556.64
GET: 215525.66
GET: 215476.23
GET: 215431.23
GET: 215378.02
GET: 215341.72
GET: 215308.20
GET: 215306.70
GET: 215282.12
GET: 215228.62
GET: 215173.17
GET: 215118.22
GET: 215072.77
GET: 215005.25
GET: 214929.39
GET: 214862.95
GET: 214866.78
GET: 214883.66
GET: 214922.78
GET: 214963.48
GET: 215011.88
GET: 215059.72
GET: 215102.84
GET: 215151.11
GET: 215209.28
GET: 215238.44
GET: 215249.17
GET: 215194.89
GET: 215142.38
GET: 215083.08
GET: 215006.09
GET: 214948.36
GET: 214924.50
GET: 214834.27
GET: 214765.05
GET: 214713.55
GET: 214630.97
GET: 214548.78
GET: 214527.70
GET: 214490.05
GET: 214439.62
GET: 214382.36
GET: 214345.72
GET: 214296.45
GET: 214254.47
GET: 214184.39
GET: 214140.47
GET: 214108.73
GET: 214033.56
GET: 213985.50
GET: 213971.61
GET: 213931.36
GET: 213881.58
GET: 213843.88
GET: 213804.66
GET: 213757.92
GET: 213721.09
GET: 213664.77
GET: 213605.69
GET: 213547.86
GET: 213476.97
GET: 213428.14
GET: 213422.75
GET: 213423.27
GET: 213459.58
GET: 213524.53
GET: 213559.08
GET: 213585.55
GET: 213605.61
