2023-11-24 14:47:02
GET: 0.00
GET: 338071.72
GET: 304287.44
GET: 281097.22
GET: 268475.50
GET: 246669.86
GET: 223936.03
GET: 207890.34
GET: 196045.98
GET: 187052.88
GET: 180123.16
GET: 174816.44
GET: 170361.89
GET: 166494.00
GET: 163316.95
GET: 160641.78
GET: 159162.42
GET: 158000.00
GET: 156323.42
GET: 154843.44
GET: 153389.84
GET: 154549.89
GET: 157328.97
GET: 159942.98
GET: 162299.23
GET: 163923.23
GET: 165090.12
GET: 165521.33
GET: 165409.89
GET: 165065.64
GET: 163696.08
GET: 162392.16
GET: 161112.72
GET: 159633.55
GET: 158334.70
GET: 157186.78
GET: 156109.73
GET: 155433.27
GET: 154956.53
GET: 154525.58
GET: 154136.16
GET: 153732.17
GET: 153283.44
GET: 152770.02
GET: 152277.02
GET: 151673.69
GET: 150963.05
GET: 150451.45
GET: 149961.84
GET: 149492.86
GET: 149020.88
GET: 148508.42
GET: 147996.00
GET: 147679.17
GET: 147047.39
GET: 146340.56
GET: 145822.91
GET: 145326.23
GET: 144745.17
GET: 144129.59
GET: 143513.20
GET: 142910.72
GET: 142349.33
GET: 141762.09
GET: 141201.70
GET: 140667.91
GET: 140201.66
GET: 139676.27
GET: 139145.14
GET: 139872.03
GET: 140959.78
GET: 142043.48
GET: 143073.98
GET: 144157.78
GET: 145184.17
GET: 146457.50
GET: 147694.38
GET: 148821.03
GET: 150044.72
GET: 150654.25
GET: 150550.30
GET: 150416.52
GET: 150424.89
GET: 150379.50
GET: 150490.95
GET: 150135.03
GET: 149627.72
GET: 149142.73
GET: 148703.30
GET: 148404.23
GET: 148029.69
GET: 147647.91
GET: 147382.92
GET: 147086.48
GET: 146796.34
GET: 146512.31
GET: 146223.55
GET: 145924.23
GET: 145682.92
GET: 145599.36
GET: 145597.45
GET: 146152.45
GET: 146797.27
GET: 147533.30
GET: 148370.23
GET: 149218.36
GET: 150022.42
GET: 150760.91
GET: 151444.55
GET: 152408.30
GET: 152091.33
GET: 152441.00
GET: 153247.78
GET: 154045.38
GET: 154857.61
GET: 155644.03
GET: 156446.14
GET: 157128.42
GET: 157742.77
GET: 157389.70
GET: 157041.12
GET: 156730.03
GET: 156414.98
GET: 156067.11
GET: 155707.95
GET: 155375.52
GET: 155751.44
